goodsName,shopName,shopAge,shopPlace,shopMiaoshu,shopWuliu,shopFuwu,age,price,monthly_sales,productDescription,圆领,韩版,印花,纯色,无袖,中腰,中长裙,雪纺,短裙,修身,宽松,黑色,中裙,高腰,中长款,蕾丝,白色,甜美,长裙,显瘦,V领,条纹,镂空,大摆,欧美,褶皱,红色,荷叶边,蓝色,淑女,桑蚕丝,一步裙,绣花,粉色,长袖,碎花
棉麻连衣裙女两件套2016夏季新款民族风中长款水墨画修身亚麻长裙,cirong思戎旗舰店,3,杭州,4.8,4.8,4.7,25-29,138.0,2472,"
廓形: A型
材质成分: 其他100%
货号: SR16011
风格: 通勤
通勤: 民族风
组合形式: 两件套
裙长: 长裙
款式: 其他/other
袖长: 五分袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: A字裙
图案: 花色
流行元素/工艺: 印花
品牌: CIRONG/思戎
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 粉色（无袖裙+防晒外披） 红色（无袖裙+防晒外披） 橘色（无袖裙+防晒外披） 墨绿（无袖裙+防晒外披） 浅灰（无袖裙+防晒外披） 秋香绿（无袖裙+防晒外披） 紫罗兰（无袖裙+防晒外披）
尺码: S M L XL XXL

",1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
谜秀 连衣裙女夏2016新款女小清新无袖A字裙条纹衬衫裙子夏季潮,谜秀旗舰店,5,广州,4.8,4.7,4.7,25-29,125.0,2466,"
廓形: A型
材质成分: 聚酯纤维65% 棉35%
货号: MX16B1670
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 无袖
领型: V领
袖型: 常规
腰型: 松紧腰
衣门襟: 套头
裙型: A字裙
图案: 条纹
流行元素/工艺: 系带
品牌: 谜秀
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 蓝色
尺码: S M L

",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
牛仔背带裙女2016新款夏大码显瘦一步裙中长款修身包臀直筒连衣裙,霓彩丽裳服饰旗舰店,3,广州,4.8,4.7,4.7,18-24,89.0,2448,"
廓形: H型
材质成分: 棉98% 其他2%
销售渠道类型: 纯电商(只在线上销售)
货号: 944#
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 背带
袖长: 无袖
领型: 其他
袖型: 其他
腰型: 高腰
衣门襟: 套头
裙型: 一步裙
图案: 纯色
流行元素/工艺: 口袋 立体装饰 做旧 背带 纽扣
品牌: 霓彩丽裳
面料: 牛仔布
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 牛仔蓝色 牛仔浅蓝
尺码: S M L XL 2XL

",0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
蕾丝连衣裙夏修身白色圆领显瘦短裙韩国淑女小清新收腰无袖A字裙,香步旗舰店,3,东莞,4.9,4.8,4.8,25-29,128.0,2418,"
廓形: A型
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: 9269
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 拉链 蕾丝
品牌: 香步
面料: 蕾丝
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 白色
尺码: S M L XL

",1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
歌瑞拉连衣裙夏中长款2016新款水墨套装裙 背心裙+开衫两件套裙子,geruila歌瑞拉旗舰店,3,杭州,4.8,4.7,4.7,25-29,158.0,2415,"
材质成分: 粘胶纤维(粘纤)87.7% 亚麻12.3%
销售渠道类型: 纯电商(只在线上销售)
货号: 6G316L080
风格: 通勤
通勤: 文艺
组合形式: 两件套
裙长: 长裙
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 松紧腰
衣门襟: 套头
流行元素/工艺: 口袋 系带 纽扣 印花
品牌: 歌瑞拉
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑水墨 蓝水墨
尺码: M L XL 2XL

",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016夏季新款女装时尚水溶蕾丝无袖修身公主连衣裙中长款燕尾裙子,恋晓镇服饰专营店,4,广州,4.7,4.6,4.6,18-24,69.0,2414,"
廓形: A型
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: L16B7690
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: 不规则裙
图案: 纯色
流行元素/工艺: 勾花镂空 蕾丝 燕尾
品牌: 怀尔蔚
面料: 蕾丝
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 白色
尺码: S M L XL

",1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
海边度假裙必备雪纺连衣裙红色夏季女长裙高腰宽松韩版V领沙滩裙,万聚永昌服饰专营店,0,北京,4.9,4.8,4.8,25-29,98.0,2412,"
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: 1514
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 长裙
款式: 吊带
袖长: 无袖
领型: V领
袖型: 其他
腰型: 高腰
衣门襟: 套头
裙型: 大摆型
图案: 纯色
品牌: vagantzar
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 红色单件 玫红帽子三件套 咖啡帽子三件套 天蓝帽子三件套 米黄帽子三件套 白色帽子三件套
尺码: S M L XL XXL

",0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2016夏装新款女装韩版黑色V领无袖连衣裙夏修身简约气质a字裙子潮,茹淘服饰专营店,0,杭州,4.8,4.7,4.7,25-29,89.0,2384,"
廓形: A型
材质成分: 聚酯纤维90.1% 聚氨酯弹性纤维(氨纶)9.9%
销售渠道类型: 纯电商(只在线上销售)
货号: VS16A054
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 拉链
裙型: A字裙
图案: 纯色
流行元素/工艺: 拼接
品牌: Vannyster/维妮司特
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年春季
颜色分类: 黑色 红色 粉色 白色 欧根纱连衣裙 050杏色 050白色 050杏色七分袖 068白色 068黑色 063植物印花 063不规则印花 063竹节印花 063白色仙鹤印花 129白色 短袖小黑裙
尺码: S M L XL XXL

",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Amii[极简主义]2016夏新款大码短袖气质修身显瘦性感中长款连衣裙,amii旗舰店,7,佛山,4.8,4.8,4.8,25-29,89.0,2382,"
材质成分: 棉95.2% 聚氨酯弹性纤维(氨纶)4.8%
货号: 11641170
风格: 街头
街头: 欧美
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 其他
图案: 纯色
流行元素/工艺: 流苏拼接 开衩裙摆
品牌: Amii
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑色 米白 暗橘红 藏蓝 森林绿
尺码: XS S M L XL 2XL 3XL

",1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
言吾2016夏装新款中长款雪纺连衣裙女短袖系带宽松显瘦百褶a字裙,言吾旗舰店,5,杭州,4.8,4.8,4.8,30-34,249.0,2374,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: 1626077
风格: 通勤
通勤: OL风格
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 蝴蝶结 褶皱 木耳 系带 立体装饰
品牌: 言吾 SELF－SHOW
面料: 雪纺
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 红色 黑色 粉色 白色
尺码: M L XL XXL

",1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
连衣裙女2016新款夏装韩版复古印花修身显瘦短裙无袖a字裙,碟城旗舰店,3,杭州,4.8,4.7,4.8,25-29,89.0,2365,"
廓形: A型
材质成分: 粘胶纤维(粘纤)87.6% 聚酰胺纤维(锦纶)12.4%
销售渠道类型: 纯电商(只在线上销售)
货号: D160290
风格: 通勤
通勤: 复古
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 人物
流行元素/工艺: 拉链 印花
品牌: 碟城
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 浅灰色
尺码: XS S M L XL XXL

",1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
法素名媛韩系性感无袖露背蕾丝露肩吊带复古连衣裙 女 夏 中长款,法素旗舰店,3,广州,4.8,4.8,4.8,25-29,178.0,2355,"
材质成分: 聚酰胺纤维(锦纶)100%
销售渠道类型: 纯电商(只在线上销售)
货号: FF20169251
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 长裙
款式: 吊带
袖长: 无袖
腰型: 高腰
衣门襟: 拉链
裙型: 大摆型
图案: 纯色
流行元素/工艺: 镂空 勾花镂空 拉链 蕾丝
品牌: 法素
面料: 蕾丝
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 红色 白色
尺码: S M L

",0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
夏季修身女装露肩条纹体恤裙休闲时尚连帽长款t恤无袖背心连衣裙,迷恋依来美旗舰店,3,广州,4.8,4.7,4.7,18-24,69.0,2355,"
廓形: H型
材质成分: 棉93% 聚氨酯弹性纤维(氨纶)7%
销售渠道类型: 纯电商(只在线上销售)
货号: 0335B
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 无袖
领型: 连帽
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: 其他
图案: 条纹
品牌: 迷恋依来美
面料: 其他
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 红色 黑色 鸭子白 鸭子黑 鸭子红 细黑 白色 破窗 黑色短袖款 破窗 粉色短袖款 破窗 白色短袖款
尺码: S M L XL XXL

",0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
燊杰2016新款波西米亚长裙沙滩裙雪纺海边度假夏季大摆女连衣裙子,燊杰旗舰店,4,东莞,4.8,4.8,4.8,25-29,88.0,2343,"
材质成分: 聚酯纤维100%
货号: *YDF81171
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 长裙
款式: 吊带
袖长: 无袖
领型: V领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: 荷叶边裙
流行元素/工艺: 荷叶边
品牌: 燊杰
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 优雅白色 梦幻蓝碎花 黄色碎花 梦幻浅紫色碎花 优雅浅紫色 橘红色碎花 优雅宝蓝色 优雅黄色 浅绿色碎花 优雅杏色 优雅天蓝色 浅蓝色碎花 蓝色碎花 优雅黑色
尺码: S M L XL

",0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1
欧洲站2016夏季新款白色修身A字裙夏韩版气质淑女系带连衣裙中裙,菲兹丽轩服饰旗舰店,3,合肥,4.8,4.7,4.6,18-24,99.0,2341,"
廓形: A型
材质成分: 粘胶纤维(粘纤)67.8% 聚酰胺纤维(锦纶)32.2%
销售渠道类型: 纯电商(只在线上销售)
货号: 1602325
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 宽松腰
衣门襟: 套头
裙型: 其他
图案: 纯色
流行元素/工艺: 系带 拼接 纽扣
品牌: 菲兹丽轩
面料: 其他
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 6彩扣白连衣裙
尺码: S M L XL XXL

",1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016新款赫本小黑裙修身高腰收腰短裙荷叶边鱼尾裙无袖连衣裙女夏,欧惑旗舰店,3,广州,4.8,4.7,4.7,18-24,138.0,2333,"
廓形: X型
材质成分: 粘胶纤维(粘纤)76% 聚酰胺纤维(锦纶)20.1% 聚氨酯弹性纤维(氨纶)3.9%
销售渠道类型: 纯电商(只在线上销售)
货号: OH15A1818
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 裹胸
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 高腰
衣门襟: 套头
裙型: 荷叶边裙
图案: 纯色
流行元素/工艺: 拼接
品牌: 欧惑
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 黑色
尺码: S M L XL XXL

",1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
裙子女装夏装2016新款潮麻料亚麻棉麻连衣裙夏中长款套装裙两件套,施华丹蒂旗舰店,3,广州,4.8,4.8,4.8,25-29,129.0,2322,"
材质成分: 棉65% 聚酯纤维35%
货号: S16C9717
风格: 通勤
通勤: 韩版
组合形式: 两件套
裙长: 中长裙
款式: 其他/other
袖长: 七分袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 公主裙
图案: 花色
流行元素/工艺: 纱网 印花
品牌: SWARTATY/施华丹蒂
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 蓝色 灰色
尺码: M L XL 2XL 3XL

",1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
夏装白色甜美印花欧根纱女装连衣裙A字短裙子无袖背心夏天小清新,missfofoclassic锋华专卖,3,台州,4.8,4.7,4.7,18-24,69.0,2320,"
材质成分: 聚酯纤维60.8% 粘胶纤维(粘纤)39.2%
销售渠道类型: 纯电商(只在线上销售)
货号: 11629
风格: 甜美
甜美: 学院
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 格子
流行元素/工艺: 镂空 纱网
品牌: MISS FOFO CLASSIC
面料: 欧根纱
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 11629蓝色 11629白色 8833 9909 9895白 9895黑 11634白 11634蓝 11616
尺码: S M L XL 2XL

",1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
无袖雪纺连衣裙女夏2016新款韩版中长款收腰显瘦裙子网纱a字长裙,乐卡文旗舰店,3,嘉兴,4.7,4.6,4.6,25-29,78.0,2316,"
廓形: A型
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: 6887
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 长裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 其他
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 系带 钉珠 纱网 蕾丝
品牌: LECOVER＆CO/乐卡文
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 9861粉色 9861天蓝色 9863粉色 9863天蓝色
尺码: S M L XL 2XL

",1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
敦悦2016新款夏秋季修身显瘦气质淑女V领大摆雪纺连衣长裙仙百搭,敦悦旗舰店,3,嘉兴,4.8,4.8,4.7,25-29,199.0,2313,"
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: XF-15127
风格: 甜美
甜美: 波西米亚
组合形式: 单件
裙长: 长裙
款式: 其他/other
袖长: 无袖
领型: V领
袖型: 其他
腰型: 中腰
衣门襟: 拉链
裙型: 大摆型
图案: 纯色
流行元素/工艺: 抽褶 拉链
品牌: 敦悦
面料: 雪纺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 酒红色 湖蓝色 大红色 宝石绿 紫色 灰色 桔红色 玫红色 淡粉色 黑色
尺码: S M L XL 3XL 2XL

",0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
夏天连衣裙 女短袖2016夏季新款修身收腰显瘦群子中长款雪纺A字裙,帛依雅旗舰店,3,杭州,4.8,4.8,4.8,30-34,188.0,2298,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: BYY16XZ58691
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 中长裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 蝴蝶结 蕾丝
品牌: 帛依雅
面料: 雪纺
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 红色 绿色 米白色 黑色 蓝色 粉红
尺码: S/155 M/160 L/165 XL/170 XXL/175 XXXL/180

",1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2016夏季新款亚麻长袖女装连衣裙两件套夏大码显瘦套装中长款裙子,联邦丽诺旗舰店,0,温州,4.8,4.8,4.8,25-29,168.0,2297,"
材质成分: 亚麻53.5% 粘胶纤维(粘纤)46.5%
销售渠道类型: 纯电商(只在线上销售)
货号: 5802
风格: 通勤
通勤: 文艺
组合形式: 两件套
裙长: 中长裙
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 松紧腰
衣门襟: 套头
裙型: 大摆型
流行元素/工艺: 绣花 口袋 印花
品牌: 联邦丽诺
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: （短袖）绿色＋米白 （短袖）浅蓝＋米白 （短袖）酒红＋米白 （短袖）粉色＋米白 （短袖）白色＋藏青 （短袖）灰色＋藏青 （长袖）白色上衣+藏青色裙子 （长袖）绿色上衣+米白色裙子 （长袖）灰色上衣+藏青色裙子 （长袖）粉色上衣+藏青色裙子 （长袖）浅蓝色上衣+米白色裙子
尺码: M L XL XXL XXXL 4XL

",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
七格格2016夏新款 个性运动风撞色拼接字母印花假两件连衣裙L024,七格格旗舰店,7,杭州,4.8,4.8,4.8,25-29,119.9,2286,"
廓形: H型
材质成分: 棉94% 聚氨酯弹性纤维(氨纶)6%
销售渠道类型: 天猫独家(只在天猫销售)
货号: 6MB2151L
风格: 街头
街头: 运动休闲
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 其他
腰型: 宽松腰
衣门襟: 套头
裙型: 其他
流行元素/工艺: 拼接 印花
品牌: Othermix
面料: 针织
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 红色
尺码: 均码F

",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
乐町2016夏秋季宝贝福袋3件装福利随机豪礼内含三件女装夏秋潮流,乐町官方旗舰店,6,宁波,4.8,4.8,4.8,18-24,129.0,2278,"
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: C0FA11223
风格: 甜美
甜美: 日系
裙长: 短裙
品牌: 乐町
适用年龄: 18-24周岁
年份季节: 2016年夏季
颜色分类: 混色
尺码: 155/S 160/M 165/L 170/XL

",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
卡洛莱2016女装新款韩版修身气质时尚假两件套中长裙雪纺连衣裙夏,卡洛莱旗舰店,4,杭州,4.8,4.7,4.7,25-29,99.0,2266,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: KJW712XXMH
风格: 通勤
通勤: 韩版
组合形式: 假两件
裙长: 中长裙
款式: 其他/other
袖长: 无袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: 一步裙
图案: 纯色
流行元素/工艺: 拼接 立体装饰 拉链 蕾丝
品牌: 卡洛莱
面料: 其他
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 二代酒红色 二代藏青色 二代伯爵黑 一代（酒红色） 一代（藏青色） 一代（橘黄色） 一代（伯爵黑）
尺码: 160/M 165/L 170/XL 175/XXL 180/3XL

",1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
替么2016新款女装蕾丝吊带露肩连衣裙夏季短袖V领性感蕾丝短裙子,替么旗舰店,3,东莞,4.8,4.7,4.7,25-29,138.0,2252,"
廓形: A型
材质成分: 其他100%
销售渠道类型: 纯电商(只在线上销售)
货号: TM1012
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: V领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 纯色
流行元素/工艺: 勾花镂空 蕾丝
品牌: 替么
面料: 蕾丝
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 白色 黑色
尺码: S M L XL XXL

",0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
米莱达 2016夏装新款女装 高腰背心裙子 纯色无袖连衣裙 女,米莱达旗舰店,3,杭州,4.8,4.8,4.8,25-29,149.0,2232,"
材质成分: 聚酯纤维94.3% 聚氨酯弹性纤维(氨纶)5.7%
销售渠道类型: 纯电商(只在线上销售)
货号: 6LQ316
风格: 通勤
通勤: 简约
组合形式: 单件
裙长: 中长裙
袖长: 无袖
领型: 圆领
腰型: 高腰
衣门襟: 拉链
图案: 纯色
品牌: MEETLADY/米莱达
适用年龄: 25-29周岁
年份季节: 2016年夏季
颜色分类: 黑色 黄色
尺码: 155/S 160/M 165/L 170/XL

",1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
玫兰妮2016夏装新款女装修身显瘦短袖拼接蕾丝印花中长款连衣裙女,玫兰妮旗舰店,3,武汉,4.8,4.7,4.7,30-34,178.0,2229,"
廓形: A型
材质成分: 聚酯纤维100%
销售渠道类型: 纯电商(只在线上销售)
货号: 16A796
风格: 通勤
通勤: 韩版
组合形式: 单件
裙长: 短裙
款式: 其他/other
袖长: 短袖
领型: 圆领
袖型: 常规
腰型: 中腰
衣门襟: 套头
裙型: A字裙
图案: 大花
流行元素/工艺: 拼接 印花
品牌: 玫兰妮
面料: 雪纺
适用年龄: 30-34周岁
年份季节: 2016年夏季
颜色分类: 粉色花 深蓝色花 浅蓝色花
尺码: L XL 2XL 3XL 4XL

",1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
